date,equity
2022-01-03,100000.0
2022-01-04,99966.50918306179
2022-01-05,98046.9498165873
2022-01-06,97954.8450048504
2022-01-07,97567.5563603377
2022-01-10,97446.16143505753
2022-01-11,98333.72548903077
2022-01-12,98599.57193346626
2022-01-13,97241.02258357576
2022-01-14,97280.78744143665
2022-01-18,95557.97902673889
2022-01-19,94565.73506501365
2022-01-20,93519.09131896954
2022-01-21,91683.25561806935
2022-01-24,92072.60409302491
2022-01-25,90948.49046170188
2022-01-26,90720.32203051467
2022-01-27,90272.34605367553
2022-01-28,92514.29927539892
2022-01-31,94180.56703282573
2022-02-01,94816.96009007606
2022-02-02,95738.00145390262
2022-02-03,93487.69410018637
2022-02-04,93927.28217732046
2022-02-07,93625.84456424929
2022-02-08,94396.20088925243
2022-02-09,95777.77981884839
2022-02-10,94057.07850939053
2022-02-11,92202.39367155253
2022-02-14,91900.94255139648
2022-02-15,93383.02769951923
2022-02-16,93487.69410018637
2022-02-17,91490.6580948905
2022-02-18,90898.25761306578
2022-02-22,89922.76919012329
2022-02-23,88327.66350934056
2022-02-24,89656.90248506049
2022-02-25,91635.11636758829
2022-02-28,91400.64688130865
2022-03-01,90008.58645385264
2022-03-02,91664.3997275891
2022-03-03,91208.04935812982
2022-03-04,90467.02366792454
2022-03-07,87800.14430969476
2022-03-08,87134.46113890118
2022-03-09,89470.61277051653
2022-03-10,89066.5956013908
2022-03-11,87934.10757744759
2022-03-14,87291.4607399019
2022-03-15,89211.03361346126
2022-03-16,91189.22048181933
2022-03-17,92330.09640546756
2022-03-18,93341.35158914905
2022-03-21,93314.06727770918
2022-03-22,94405.96651161433
2022-03-23,93190.16678818541
2022-03-24,94594.94413604768
2022-03-25,95056.9134528134
2022-03-28,95733.0511072973
2022-03-29,96917.3455552641
2022-03-30,96318.90740650192
2022-03-31,94836.43730646036
2022-04-01,95105.20803477048
2022-04-04,95919.94864066048
2022-04-05,94708.34286708407
2022-04-06,93761.30711842282
2022-04-07,94233.7714401335
2022-04-08,93981.79677186075
2022-04-11,92375.4261822954
2022-04-12,92033.17015874336
2022-04-13,93087.27656917884
2022-04-14,91928.17958803932
2022-04-18,91965.972411509
2022-04-19,93450.54286324806
2022-04-20,93381.24476431623
2022-04-21,91984.86882324386
2022-04-22,89460.87416232437
2022-04-25,89979.53946783706
2022-04-26,87373.65810488575
2022-04-27,87619.33171806607
2022-04-28,89832.54861672592
2022-04-29,86512.7502829059
2022-05-02,87033.48217240389
2022-05-03,87432.45444533021
2022-05-04,90095.01828994363
2022-05-05,86892.79912992762
2022-05-06,86374.14057795735
2022-05-09,83608.67976079494
2022-05-10,83801.8715957081
2022-05-11,82470.56603600287
2022-05-12,82384.4786305761
2022-05-13,84354.11551421067
2022-05-16,84011.84598357376
2022-05-17,85739.99645033809
2022-05-18,82283.67525618212
2022-05-19,81779.72591963662
2022-05-20,81815.43189849371
2022-05-23,83346.21008757723
2022-05-24,82709.95885471808
2022-05-25,83440.6786391666
2022-05-26,85107.94592087387
2022-05-27,87197.27583709483
2022-05-31,86708.0154553468
2022-06-01,86006.66682695074
2022-06-02,87644.53593843579
2022-06-03,86206.15971695633
2022-06-06,86468.64289725889
2022-06-07,87298.06570440393
2022-06-08,86348.94986467253
2022-06-09,84295.31242022378
2022-06-10,81851.12437026594
2022-06-13,78743.3940224666
2022-06-14,78506.09480190644
2022-06-15,79625.32562204853
2022-06-16,76990.03933533256
2022-06-17,77156.00088714533
2022-06-21,79098.28592391567
2022-06-22,78954.89471092272
2022-06-23,79728.85067404406
2022-06-24,82263.74555245462
2022-06-27,81949.53023709526
2022-06-28,80275.05017206675
2022-06-29,80209.68263483244
2022-06-30,79558.04683230496
2022-07-01,80399.49094498537
2022-07-05,80551.32408602284
2022-07-06,80823.35002178693
2022-07-07,82033.87522857364
2022-07-08,81966.38032547213
2022-07-11,81030.04218802888
2022-07-12,80313.01183409734
2022-07-13,79891.2396019084
2022-07-14,79697.2103277332
2022-07-15,81219.84374463938
2022-07-18,80549.21698078293
2022-07-19,82725.59330545651
2022-07-20,83252.82210277757
2022-07-21,84100.58753117773
2022-07-22,83320.30349879422
2022-07-25,83421.51883927676
2022-07-26,82434.57640836349
2022-07-27,84575.09817624639
2022-07-28,85635.86357952336
2022-07-29,86884.3369412558
2022-08-01,86627.04723508623
2022-08-02,86055.51519938753
2022-08-03,87403.11030344747
2022-08-04,87344.07758901776
2022-08-05,87196.45865846012
2022-08-08,87095.2298108927
2022-08-09,86749.3741492225
2022-08-10,88571.43937709647
2022-08-11,88571.43937709647
2022-08-12,90070.86762219388
2022-08-15,90442.02880737033
2022-08-16,90619.18097899892
2022-08-17,89975.96684388861
2022-08-18,90237.47076053802
2022-08-19,89024.86546268113
2022-08-22,87171.13962786901
2022-08-23,86960.2467582321
2022-08-24,87238.62777742809
2022-08-25,88470.22403661392
2022-08-26,85475.59526398382
2022-08-29,84910.41155817462
2022-08-30,83978.28087766876
2022-08-31,83339.2809530383
