date,equity,benchmarkequity
2022-01-03,100000.0,100000.0
2022-01-04,100000.0,99959.02272606005
2022-01-05,100000.0,98044.3946868775
2022-01-06,100000.0,97912.34754064101
2022-01-07,100000.0,97573.1351936006
2022-01-10,100000.0,97445.64570957242
2022-01-11,100000.0,98299.37365493384
2022-01-12,100000.0,98593.05801348179
2022-01-13,100000.0,97233.92284656019
2022-01-14,100000.0,97263.51986029098
2022-01-18,100000.0,95558.3358530165
2022-01-19,100000.0,94554.35095555279
2022-01-20,100000.0,93513.94644635743
2022-01-21,100000.0,91676.72224050228
2022-01-24,100000.0,92059.1906925868
2022-01-25,100000.0,90941.37540240823
2022-01-26,100000.0,90736.48208505264
2022-01-27,100000.0,90276.60979964072
2022-01-28,100000.0,92489.47291192373
2022-01-31,100000.0,94180.99088022909
2022-02-01,100000.0,94795.67777995163
2022-02-02,100000.0,95699.484428358
2022-02-03,100000.0,93475.24105586582
2022-02-04,100000.0,93914.62470430777
2022-02-07,100000.0,93605.00937099814
2022-02-08,100000.0,94363.11672951053
2022-02-09,100000.0,95747.29819561042
2022-02-10,100000.0,94064.88165641007
2022-02-11,100000.0,92188.95900771912
2022-02-14,100000.0,91888.44510351452
2022-02-15,100000.0,93363.68949425513
2022-02-16,100000.0,93475.24105586582
2022-02-17,100000.0,91487.75989790837
2022-02-18,100000.0,90902.67695957242
2022-02-22,100000.0,89907.80043886953
2022-02-23,100000.0,88289.12864168327
2022-02-24,100000.0,89645.98497750072
2022-02-25,100000.0,91603.86912172737
2022-02-28,100000.0,91373.92950519352
2022-03-01,100000.0,90003.41407806275
2022-03-02,100000.0,91656.2336035323
2022-03-03,100000.0,91196.35437046457
2022-03-04,100000.0,90458.73564892217
2022-03-07,100000.0,87788.27213467559
2022-03-08,100000.0,87125.78536301224
2022-03-09,100000.0,89447.92120580179
2022-03-10,100000.0,89049.5148312998
2022-03-11,100000.0,87913.48973525541
2022-03-14,100000.0,87271.48465290623
2022-03-15,100000.0,89186.11269208879
2022-03-16,100000.0,91180.4233957029
2022-03-17,100000.0,92295.95985477732
2022-03-18,100000.0,93315.88267465851
2022-03-21,100000.0,93320.43338921102
2022-03-22,100000.0,94404.10095110629
2022-03-23,100000.0,93188.38624297453
2022-03-24,100000.0,94256.11588245233
2022-03-25,100000.0,94734.20492138588
2022-03-28,100000.0,95387.59026394422
2022-03-29,100000.0,96594.19659531517
2022-03-30,100000.0,95993.16878690595
2022-03-31,100000.0,94517.93134382114
2022-04-01,100000.0,94779.73985753415
2022-04-04,100000.0,95583.3821521948
2022-04-05,100000.0,94401.82212000214
2022-04-06,100000.0,93445.64404213503
2022-04-07,100000.0,93916.90353541193
2022-04-08,100000.0,93689.24274998221
2022-04-11,100000.0,92066.02023824345
2022-04-12,100000.0,91729.0867223072
2022-04-13,100000.0,92764.94051695005
2022-04-14,100000.0,91638.01685001067
2022-04-18,100000.0,91653.95477242814
2022-04-19,100000.0,93117.81195530378
2022-04-20,100000.0,93047.23766763305
2022-04-21,100000.0,91667.61386374147
2022-04-22,100000.0,89165.62405511881
2022-04-25,100000.0,89652.81452315737
2022-04-26,100000.0,87089.35880362478
2022-04-27,100000.0,87314.74075795035
2022-04-28,100000.0,89502.56451871087
2022-04-29,100000.0,86215.1422212934
2022-05-02,100000.0,86756.96905458524
2022-05-03,100000.0,87132.6149086689
2022-05-04,100000.0,89775.75329263305
2022-05-05,100000.0,86622.6500249004
2022-05-06,100000.0,86078.54436050441
2022-05-09,100000.0,83301.07999919963
2022-05-10,100000.0,83515.08169331602
2022-05-11,100000.0,82169.60561770774
2022-05-12,100000.0,82105.86087569366
2022-05-13,100000.0,84043.25638295035
2022-05-16,100000.0,83742.74247874573
2022-05-17,100000.0,85418.32947228942
2022-05-18,100000.0,82035.28658802291
2022-05-19,100000.0,81486.62326141862
2022-05-20,100000.0,81507.11189838858
2022-05-23,100000.0,83052.93057679995
2022-05-24,100000.0,82454.18159949488
2022-05-25,100000.0,83141.72161799231
2022-05-26,100000.0,84794.53419580606
2022-05-27,100000.0,86920.88509800086
2022-05-31,100000.0,86438.2453445148
2022-06-01,100000.0,85714.28571428571
2022-06-02,100000.0,87342.05894057697
2022-06-03,100000.0,85928.2874084021
2022-06-06,100000.0,86162.77773948848
2022-06-07,100000.0,87005.12542464072
2022-06-08,100000.0,86053.49806132613
2022-06-09,100000.0,84029.59729163702
2022-06-10,100000.0,81564.02709474602
2022-06-13,100000.0,78420.03220377419
2022-06-14,100000.0,78224.24726317942
2022-06-15,100000.0,79344.33443680634
2022-06-16,100000.0,76737.62261222965
2022-06-17,100000.0,76937.96521503273
2022-06-21,100000.0,78822.99624048448
2022-06-22,100000.0,78656.80136596471
2022-06-23,100000.0,79483.21112869949
2022-06-24,100000.0,81957.8827546955
2022-06-27,100000.0,81650.53930483424
2022-06-28,100000.0,79886.16821775399
2022-06-29,100000.0,79599.3203525185
2022-06-30,100000.0,78970.97436148264
2022-07-01,100000.0,79781.44620179995
2022-07-05,100000.0,79922.59477714144
2022-07-06,100000.0,80211.72147348107
2022-07-07,100000.0,81388.73079112123
2022-07-08,100000.0,81340.92397152462
2022-07-11,100000.0,80421.17245304496
2022-07-12,100000.0,79678.99606929425
2022-07-13,100000.0,79307.9078774189
2022-07-14,100000.0,79098.4638455108
2022-07-15,100000.0,80594.1968732214
2022-07-18,100000.0,79927.14549169394
2022-07-19,100000.0,82096.75249893284
2022-07-20,100000.0,82622.65530511881
2022-07-21,100000.0,83458.1664969586
2022-07-22,100000.0,82697.78030734207
2022-07-25,100000.0,82779.73485522196
